,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1014,text,出,4d,押利率,买断,出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,label,side:2,tlow,tag:10,mode:103,side:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,text,出,在,账,隔夜,1e,押上清,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,label,side:2,,,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,text,出,7D,1.5,亿,\,n,公募,aa,国企,、,专户,利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,label,side:2,tlow,total,i_total,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,text,出,21,天,以上,资金,，,押中债,利率,或,3A,\,n,\,n,出,21,天,以上,资金,，,押中债,利率,或,3A,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,label,side:2,tlow,i_tlow,,,,tag:12,,,tag:11,,,,,side:2,tlow,i_tlow,,,,tag:12,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,text,专户,借,57D,2200W,押券,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,label,,side:1,tlow,total,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,text,借,7500,隔夜,，,求,小窗,求,小窗,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,label,side:1,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,text,出,27,天,5000,万,押利率,银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,label,side:2,tlow,i_tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,text,出,7,天,AA+,不限,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,label,side:2,tlow,i_tlow,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,text,出,13,天,4000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,text,出,隔夜,，,正常,或,上午,还款,均,可,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,text,出,上清,隔夜,500,-,800w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,label,side:2,tag:13,tlow,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,text,出,2800w,隔夜,-,2d,\,n,出,2800w,隔夜,-,2d,\,n,出,2800w,隔夜,-,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,label,side:2,total,tlow,,tlow,,,side:2,total,tlow,,tlow,,,side:2,total,tlow,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,text,出,3,个,月,资金,5000,万,，,押中债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,label,side:2,,,,,total,i_total,,tag:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,text,代友诚,借,隔夜,4000W,，,押利率,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,label,,side:1,tlow,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,text,借,在,账,7,天,1.5,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,label,side:1,,,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,text,换,或,出,14D,1kw,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,label,,,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,text,出,隔夜,2000,万,求,一笔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,text,出,7,天,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,text,出,7d,1e,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,label,side:2,tlow,total,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,text,出,在,账,1,个,亿,，,3,点前,还款,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,label,side:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,text,出,隔夜,3000,万,，,押利率,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,label,side:2,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,text,出,1M,2000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,text,出,6D,2000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,text,出,隔夜,4500,万,，,中债,，,4,点前,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,text,借,7D,，,借,跨季,大量,~,押存单,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,label,side:1,tlow,,side:1,,,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,text,出,6000,万,10,天早,还款,+,6000,万,正常,还款,，,押,AA,，,欢迎,小窗,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,label,side:2,total,i_total,tlow,i_tlow,,,total,i_total,,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,text,借,1,-,14,天,大量,，,押利率,，,求,小窗,借,1,-,14,天,大量,，,押利率,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,label,side:1,tlow,,thigh,i_thigh,,,tag:10,,,,side:1,tlow,,thigh,i_thigh,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,text,高价,跪借,2,~,14,天,资金,大量,，,券整,活好,押利率,，,大腿,们,求,搭理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,label,,,tlow,,thigh,i_tlow,,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,text,出,隔夜,1300,万,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,text,上限,出,隔夜,1,亿,，,押利率,，,三点,前,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,label,,side:2,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,text,出,14d,1.35,E,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,text,出,隔夜,5000w,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,text,求借,限价,内,，,7D,内,资金,大量,啦,，,押存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,label,,,,,tlow,,,,,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,text,借,1000W,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,label,side:1,total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,text,借,7,-,10D,，,公募,押,AAA,，,需求,3.88,个,，,跪求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,label,side:1,tlow,,thigh,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,text,收,7,天,资金,押存单,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,label,,tlow,i_tlow,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,text,临时,收,隔夜,2000,万,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,label,,,tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,text,出,隔夜,上清,量整,\,n,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,label,side:2,tlow,tag:13,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,text,终于,早上,是,问早,，,不是,出,隔夜,了,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,label,,,,,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,text,借,4,-,7,天,押存单,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,label,side:1,tlow,,thigh,i_thigh,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,text,收整量,隔夜,，,欢迎,小窗,/,河蟹,/,河蟹,/,河蟹,/,河蟹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,label,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,text,诚借,隔夜,资金,1,亿元,，,求金主,解救,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,label,side:1,tlow,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,text,出,隔夜,14000w,",",押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,label,side:2,tlow,total,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,text,出,7,天,1,亿,不限,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,text,出,14D,1e,押上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,label,side:2,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,text,出,16D,买断,资金,押,AA+,以上,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,label,side:2,tlow,mode:103,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,text,出,0.7,+,0.22,+,0.3,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,label,side:2,,,,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,text,借,上午,到,账,隔夜,7500,万,，,押存单,和,铁道,债,，,求,小窗,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,label,side:1,,,,tlow,total,i_total,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,text,出,隔夜,3500,+,1000,+,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,text,代,出,十四天,，,一亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,label,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,text,出,1m,6kw,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,text,收,跨季,1.07,e,~,~,~,求金主,爷爷奶奶,施舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,label,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,text,出,隔夜,一亿,，,押利率,，,需早,还款,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,label,side:2,tlow,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,text,出,2e,，,7,天,，,押,AAA,或,AA+,存单,或,利率,，,限非银,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,label,side:2,total,,tlow,i_tlow,,mode:102,tag:11,,tag:11,,,,,tag:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,text,出,年,内,到期,及,跨,年,资金,银行,间或,交易所,协议回购,欢迎,来询,~,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,label,side:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,text,出,14,天,1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,text,出,7d,，,超限,，,押,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,label,side:2,tlow,,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,text,减点,出,隔夜,3,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,label,price:3,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,text,出,4d,5d,7d,14d,21d,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,label,side:2,tlow,tlow,tlow,tlow,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,text,出,隔夜,-,7,天,~,量,整价优,不限,户,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,label,side:2,tlow,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,text,换,7d,整量,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,label,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,text,出,隔夜,，,中债,、,上清,皆,可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,label,side:2,tlow,,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,text,出,隔夜,2800w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,text,出,14d,7000,万,，,走,中债,，,需要,的,小窗,/,托,腮,/,托,腮,/,托,腮,/,托,腮,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,text,出,7,天,2000,万,在,账,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,label,side:2,tlow,i_tlow,total,i_total,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,text,出,隔夜,，,4000w,，,押中债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,label,side:2,tlow,,total,,tag:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,text,出,7,天,1,亿,，,14,天,9000,万,，,限户,押,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,label,side:2,tlow,i_tlow,total,i_total,,tlow,i_tlow,total,i_total,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,text,出,8,天,~,2000W,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,label,side:2,tlow,i_tlow,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,text,出,7,-,1M,童叟无欺,！,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,label,side:2,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,text,出,上清,早上,还款,隔夜,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,label,side:2,tag:13,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,text,出,在,账,隔夜,2400,万,，,押上清,AA+,，,不限,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,label,side:2,,,tlow,total,i_total,,tag:13,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,text,出,14,天,资金,，,押利率,和,3A,",",求,小窗,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,label,side:2,tlow,i_tlow,,,tag:10,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,text,出,协议回购,7,天,2kw,在,账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,label,side:2,,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,text,出,隔夜,0.6,押,AAA,或,利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,label,side:2,tlow,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,text,换,上清,7D,，,5600w,，,可出,到,6000w,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,label,,tag:13,tlow,,total,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,text,出,1E,隔夜,押上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,label,side:2,total,tlow,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,text,出,7D,、,1,月,以上,任意,期限,资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,label,side:2,tlow,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,text,出,隔夜,1.5,亿,要求,上午,11,点前,还款,线上,质押,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,label,side:2,tlow,total,i_total,,,,,,,mode:102,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,text,出,7d,8800w,+,2000w,出,隔夜,6500,+,1.3,亿,押券宽松,不限,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,label,side:2,tlow,total,,total,side:2,tlow,,,total,i_total,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,text,出,10D,11D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,label,side:2,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,text,降价,整量,出,巨量,7,天,超限,略贵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,label,,,side:2,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,text,出,上清,隔夜,2E,3,点前,还款,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,label,side:2,tag:13,tlow,total,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,text,借,隔夜,大量,资金,，,求金主,小窗,!,\,n,借,隔夜,大量,资金,，,求金主,小窗,!,\,n,借,隔夜,大量,资金,，,求金主,小窗,!,,,,,,,,,,,,,,,,,,,,,,
1179,label,side:1,tlow,,,,,,,,,side:1,tlow,,,,,,,,,side:1,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,text,换,跨季,，,低价,，,在,账,，,3000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,label,,,,,,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,text,出,渣量,14,天,500W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,label,side:2,,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,text,减点,出,5800,万,隔夜,，,四点,还款,~,押,AA,价格,可爱,\,n,减点,出,5800,万,隔夜,，,四点,还款,~,押,AA,价格,可爱,,,,,,,,,,,,,,,,,,,,,,
1185,label,price:3,side:2,total,i_total,tlow,,,,,mode:102,tag:11,,,,,price:3,side:2,total,i_total,tlow,,,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,
1186,text,出,隔夜,6000w,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,label,side:2,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,text,出,隔夜,2800,万,在,帐,压,AA,\,n,借,7,天,3000,万,压,AAA,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,label,side:2,tlow,total,i_total,,,,tag:11,,,side:1,tlow,i_tlow,total,i_total,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,text,出,隔夜,2000w,，,押中债,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,label,side:2,tlow,total,,tag:12,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,text,出,2000,万,，,一个月,资金,，,可押,AA,及,以上,，,跨,月底,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,label,side:2,total,i_total,,,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,text,出,17D,5000w,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,label,side:2,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,text,出,\,t9D,\,t3000W,\,n,\,t12D,\,t3000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,label,side:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,text,出,隔夜,3000W,押中债,上午,到,账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,label,side:2,tlow,total,tag:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,text,出,7,天,整亿,起,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,text,借,5,-,7d,1e,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,label,side:1,tlow,,thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,text,出,6,天,1.4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,text,一笔,出,14,天,资金,7000,，,3,点半,以前,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,label,,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,text,出,7,天,14,天,押,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,label,side:2,tlow,i_tlow,tlow,i_tlow,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,text,出,14,天,，,2000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,label,side:2,tlow,i_tlow,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,text,出,7D,，,限公募,自营,，,押,券松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
