,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
511,label,side:2,total,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,text,出,1,-,5,天,资金,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,label,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,text,诚借,7,天内,资金,5000,万,押存单,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,label,side:1,tlow,i_tlow,,total,i_total,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,text,出,隔夜,9000,万,秒,到,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,text,出,隔夜,3400,万,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,text,出,2000,万,隔夜,，,早,还款,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,label,side:2,total,i_total,tlow,,,tag:21,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,text,借,隔夜,资金,2.5,亿,，,押存单,\,n,借,隔夜,资金,2.5,亿,，,押存单,，,整量,起,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,label,side:1,tlow,,total,i_total,,tag:14,,,side:1,tlow,,total,i_total,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,text,出,隔夜,4300w,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,label,side:2,tlow,total,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,text,上限,借,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,label,,side:1,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,text,出,1.9,亿,，,，,1,-,7d,便宜,·,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,label,side:2,total,i_total,,,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,text,借,1,-,7d,资金,2e,押利率,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,label,side:1,tlow,,thigh,,total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,text,出,隔夜,2000,万,、,、,、,、,押利率,、,、,、,早,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,label,side:2,tlow,total,i_total,,,,,tag:10,,,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,text,市价,换,隔夜,质押,宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,label,,,tlow,mode:102,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,text,出,32,天,2,亿,，,押利率,，,中债,，,存款类,机构,，,欢迎,带价,来询,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,label,side:2,tlow,i_tlow,total,i_total,,tag:10,,tag:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,text,出,隔夜,9000w,中债,利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,label,side:2,tlow,total,tag:12,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,text,出,2800,+,1100,21D,-,1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,label,side:2,,,,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,text,出,秒,到,隔夜,0.4,亿,押利率,10,点,还款,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,label,side:2,,,tlow,total,i_total,tag:10,,,tag:21,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,text,出,2000W,隔夜,不限机构,3A,中债,或,利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,label,side:2,total,tlow,,tag:11,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,text,顶格,借,7,天,，,押利率,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,label,,side:1,tlow,i_tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,text,出,7,天,或,2,个,月,以上,资金,，,超限,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,text,出,1,-,7,天,资金,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,label,side:2,tlow,,thigh,i_thigh,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,text,出,7D,1.5,E,\,n,隔夜,3.6,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,label,side:2,tlow,total,i_total,,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,text,借,１,４,天,３,亿,，,中债,上清,均,可,，,出的,小窗,噢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,label,side:1,,tlow,i_tlow,total,i_total,,tag:12,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,text,专户,借,隔夜,1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,label,,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,text,出,6D,4900w,上清,+,7D,7000,上清,求,缘分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,label,side:2,tlow,total,tag:13,,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,text,出,1M,，,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,text,出,8,-,14,天,3000W,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,label,side:2,tlow,,thigh,i_thigh,total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,text,出,隔夜,3KW,押上清,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,label,side:2,tlow,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,text,出,隔夜,1500w,求求,求求求,缘分,~,~,~,\,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,text,隔夜,出掉,了,，,不能,一一,回复,各位,金主,不好意思,，,谢谢,各位,金主,哈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,label,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,text,出,中债,５,０,０,０,万,，,Ａ,Ａ,以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,label,side:2,tag:12,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,text,出,隔夜,8000w,，,限银行,押利率,，,开门,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,label,side:2,tlow,total,,tag:16,tag:10,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,text,出,隔夜,4000,万,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,label,side:2,tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,text,借,57,天,资金,押利率,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,label,side:1,tlow,i_tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,text,借,14D,3000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,label,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,text,出,隔夜,1e,\,n,出,7d,6kw,\,n,欢迎,小窗,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,label,side:2,tlow,total,,,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,text,押利率,借,买断,21D,-,1M,1,亿,要求,3,点,以前,到,账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,label,tag:10,side:1,mode:103,tlow,,thigh,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,text,换,隔夜,6000,万,限价,求,匹配,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,label,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,text,出,3300,万,7,-,1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,label,side:2,total,i_total,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,text,出,2d,1000W,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,text,出,隔夜,国企,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,label,side:2,tlow,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,text,出,34D,代友,出,3M,押利率,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,label,side:2,,,side:2,tlow,tag:10,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,text,诚借,1,-,7,天,资金,5000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,label,side:1,tlow,,thigh,i_thigh,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,text,专户,借,隔夜,7400w,押上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,label,,side:1,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,text,出,4D,",",欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,text,出,隔夜,1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,text,出,整量,隔夜,-,6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,label,side:2,,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,text,借,隔夜,700,万,上清,求金主,搭救,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,label,side:1,tlow,total,i_total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,text,出,1,-,7,天,1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,label,side:2,tlow,,thigh,i_thigh,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,text,限价,内借,隔夜,，,押存单,，,求金主,小窗,/,河蟹,/,河蟹,/,河蟹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,label,,side:1,tlow,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,text,出,7,天,3000W,出,1,-,7,天,1400W,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,label,side:2,tlow,i_tlow,total,side:2,tlow,,thigh,i_thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,text,出,1,-,7,天,，,出,14,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,label,side:2,tlow,,thigh,i_thigh,,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,text,出,秒,到,隔夜,5400,万,中债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,label,side:2,,,tlow,total,i_total,tag:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,text,出,7,天,1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,text,出,1m,欢迎,匹配,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,label,side:2,tlow,,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,text,出,2,天,21,天,32,天,资金,，,限银行,利率债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,label,side:2,tlow,i_tlow,tlow,i_tlow,tlow,i_tlow,,,tag:16,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,text,借,1000w,10,天可押,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,label,side:1,total,i_total,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,text,借,下午,3,点前,到,账,资金,2,个,亿,，,押利率,，,欢迎,小窗,。,。,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,label,side:1,,,,,,,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,text,诚借,1,-,7,天,0.4,亿,，,押利率,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,label,side:1,tlow,,thigh,i_thigh,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,text,出,14,天,1.3,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,text,早,吖,出,6d,14d,28,-,29d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,label,,,side:2,tlow,tlow,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,text,出,6D,oR,12D,限公募,\,n,出,14D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,label,side:2,tlow,,tlow,,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,text,出,14D,7600W,一笔,价格,好,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,text,出,4000W,，,3D,，,押中债,利率,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,label,side:2,total,,,,tag:12,tag:10,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,text,借,4m,及,以上,拆借,资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,label,side:1,tlow,,,mode:101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,text,出,7,天,5000w,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,label,side:2,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,text,诚借,21,天,资金,1E,，,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,label,side:1,tlow,i_tlow,,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,text,出,8,-,14,天,欢迎,来询,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,label,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,text,借,14,天,资金,2,亿,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,label,side:1,tlow,i_tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,text,借,1,-,14,天,1,亿,，,随便,押,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,label,side:1,tlow,,thigh,i_thigh,total,i_total,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,text,出,7D,可,买断,四点,还款,押券宽松,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,label,side:2,tlow,,mode:103,,tag:21,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,text,出,隔夜,4300,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,text,出,7d,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,text,出,1,-,7,天,资金,2000,万,，,押利率,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,label,side:2,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,text,借,隔夜,6000,万,，,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,label,side:1,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,text,出,上清,隔夜,1000,万,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,label,side:2,tag:13,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,text,代友,出,跨,年,买断,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,label,,side:2,,,mode:103,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,text,出,7,天,10,-,14,天,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,label,side:2,tlow,i_tlow,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,text,出,32,天,以上,资金,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,label,side:2,tlow,i_tlow,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,text,出,4000w,隔夜,~,~,押券,AAA,~,~,欢迎,小窗,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,label,side:2,total,tlow,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,text,3.29,借,隔夜,，,3.44,借,2,-,7,天,1E,，,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,label,,side:1,tlow,,,side:1,tlow,,thigh,i_thigh,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,text,出,7,-,14,天,大量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,label,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,text,出,35,天,资金,押利率,上午,还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,label,side:2,tlow,i_tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,text,出,隔夜,1700w,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,text,出,7d,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,text,出,隔夜,4,亿,，,押利率,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,label,side:2,tlow,total,i_total,,tag:10,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,text,早安,，,顶格,借,1,-,7,天,资金,，,高价,借,8,-,14,天,资金,，,押利率,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,label,,,,side:1,tlow,,thigh,i_thigh,,,,side:1,tlow,,thigh,i_thigh,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,text,出,1D,-,7D,1000w,，,押上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,label,side:2,tlow,,thigh,total,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,text,出,跨季,资金,6000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,label,side:2,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,text,出,7,-,14D,，,限,自营,户,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,label,side:2,tlow,,thigh,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,text,出,32D,资金,，,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,label,side:2,tlow,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,text,出,7d,2.8,e,，,自营,公募,压券宽松,，,私募,类,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,label,side:2,tlow,total,i_total,,,,tag:23,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,text,出,2000,万,三点,五十,前,还款,4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,label,side:2,total,i_total,,,,tag:21,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,text,出,7d,6000w,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,text,代友,出,隔夜,大量,利率,加权,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,label,,side:2,tlow,,tag:10,price:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,text,出,1.16,亿,，,隔夜,、,7,天,\,n,出,隔夜,5800,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,label,side:2,total,i_total,,tlow,,tlow,i_tlow,,,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,text,出,6,~,7D,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,label,side:2,tlow,,thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,text,超限,出,4,天,资金,大量,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,label,,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,text,便宜,出,隔夜,8000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,label,,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,text,诚借,隔夜,资金,，,押上清,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,label,side:1,tlow,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,text,出,7,-,14d,中债,买断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,label,side:2,tlow,,thigh,tag:12,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,text,出,隔夜,1,+,0.5,，,不限,户押,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
